col1	col2	col3	col4	col5
0	1270	2	贷公积金	介意没电梯帮找房源
0	1271	0	房价还谈	出售
0	1271	1	家具家电一起打包噻	租户还没有回信
0	1271	2	您好想了解风临四季即将上架4室房源报价	住星海名城三期
0	1271	3	好很了解孩子陪读买一套问房东75万卖不	看一下
0	1271	4	房子情况	你好
1	1272	0	五一方便带看房	这套房子
0	1272	1	您好请问房子周边学校	现在正在办业主说四五号房本子下来
0	1272	2	啥时候看	这是地铁13号线北苑站
0	1272	3	不靠路边	公房考虑不
1	1273	0	能够看房	套房满五年不是唯一一套住房等于满二
0	1273	1	一套方便看房	比较注意学位
0	1273	2	大概余地	好小区考虑
1	1273	3	这套房子看嘛	现在时间
0	1273	4	中学	贷款不能公积金贷款这套房子公寓
0	1274	0	晚上时间带看看传媒星城房子	您好
1	1274	1	采光	看
0	1274	2	看房方便	到时候帮再确认下
0	1275	0	428万房子最低钱	明天我带客户过去
0	1275	1	看	推荐一下
0	1275	2	套房源有少没	建平香梅中学
0	1276	0	其他费用议价空间	抵押
1	1276	1	您好请问户型优缺点	227万那套会比较快昨晚谈过一次今天这几波客户直接奔这套
0	1276	2	房子进去是不是全部需要重新装修	不临园区中间
0	1276	3	明天看不	稍
0	1277	0	契税包含	说1栋哪套
1	1277	1	看	住装修
1	1277	2	加税	这是三期最新
1	1277	3	平成没有清水	钥匙🔑
0	1277	4	总税费	找找
0	1278	0	这套纠纷房子不能约房东谈谈	均价都16000左右
0	1278	1	房子贷款	电话我加微信发链接
0	1278	2	谈到	商贷首付首套百分之二十
1	1279	0	房子贷款	贷款多贷不合适
1	1279	1	配套好	现在有空
0	1279	2	房子上小学	想要
1	1280	0	好房子装修	能谈几万块钱
0	1280	1	380各付各税考虑入手	西套
0	1280	2	初中	房子加车位一起卖
1	1281	0	北京实验学校中学档次	意向约一下先看房
0	1281	1	还讲价 😜	您好
0	1281	2	商量	考虑附近学区房嘛
0	1282	0	底价	满五唯一
1	1282	1	高税大概好多钱	正常商品房小区都满二没有增值税满五唯一没有税碰到原值特别高税少
1	1282	2	想看看房	您好
1	1283	0	你好 满几年	不带电梯 
0	1283	1	茹佳这套房子估计钱能卖	有证
0	1283	2	看房	还沟通一下
0	1283	3	您好请问房子周边学校	熟悉
0	1283	4	套房源价格优惠空间	都蛮不错学区
1	1284	0	多久看	业主包税
0	1284	1	今天看看一楼带院房子	应该看出来
0	1284	2	三期	啥时候过来看看约一下
0	1284	3	这套满两年或者说六期房子满两年	发微信
0	1284	4	武汉户口无武汉社保是不是需要全款	中午没忙
0	1285	0	您好请问房子周边学校	小区2016年交房次新房
0	1285	1	毛胚	这套房子一期
0	1285	2	您好请问房子周边学校	几点时间
0	1285	3	不能看成交精装修	万科魅力城
0	1285	4	当然好楼层好户型要贵买个性价比稍微高点小区哪栋位置好户型好点	落户
0	1286	0	想问下房子里家具家电房东留下	不远
1	1286	1	交税	318万成交
1	1286	2	配套没要求	时时间看房提前说行提前约业主
1	1287	0	房子咋样	好👌
0	1287	1	这房谈😏	买家来交
0	1287	2	地方	这套东北朝向辛姐
0	1287	3	议价	首付
0	1288	0	能够看房	看房需要提前预约都配合
0	1288	1	您好想咨询汇侨新城东区小区	称呼
0	1289	0	商贷20年	北面窗户看见
0	1289	1	清水 带装修喃	几套房子 看下
1	1289	2	看	价格挺优质
1	1290	0	还要多久满二	这套房子上次房东面谈低价440万
1	1290	1	还签个合同证满过户	现在价格涨240买不到
0	1290	2	装修	考虑几房
1	1290	3	您好请问房子周边学校	好
1	1290	4	附近学校孩子明年上小学	大红
0	1291	0	最低价格	二十小时服务
1	1291	1	小区毛坯	房子还
0	1291	2	二套首付	今晚看
0	1292	0	您好正在看铂金时代房子	贷款
0	1292	1	这套房子还便宜	方便留个联系方式 找找发给您
0	1292	2	博士新居不能看	一年时间
0	1292	3	看	还不错
0	1292	4	您好房子增值税	WECHAT
1	1293	0	配套	业主说具体条件协商
0	1293	1	我能看看房子	电话PHONE
0	1293	2	房子税上家付	你好
1	1294	0	16栋东边西边	属于城东片区
0	1294	1	还便宜不	估计四五点看完
1	1295	0	能够看房	看时间方便实地带看下
1	1295	1	您好想咨询中铁北城时代小区	两年
1	1295	2	谈成38013万多税	您好之前咨询房源户型很优质时间去看看
0	1296	0	房价还谈	户型
0	1296	1	房东装修	户型设计好房率高
0	1296	2	南区北区	想看几房
1	1297	0	这套业主业主能卖	这是益达满二
0	1297	1	之前还说470	不是
0	1297	2	都看房	发两个莱茵小镇房子
0	1297	3	几期	精装修3房2厅间间窗
0	1297	4	这房南面临街	世界路小学
0	1298	0	看看合适天抽空去看一下	这套房子增值税26.8w个税3.3w
0	1298	1	位置房	商品房产权性质不
0	1298	2	能够看房	更喜欢装修毛坯
1	1299	0	其他费用议价空间	想看
0	1299	1	保兴港安置小区	看房联系
0	1299	2	采光	说哪套房子
0	1299	3	看房子	 没有
0	1299	4	方便	方便加微信方便沟通点
0	1300	0	便宜	不临街
0	1300	1	几区	无抵押
0	1300	2	房子	3年
1	1301	0	挨着马路	房本刚下契税票好早以前下房子两年
0	1301	1	满几	19号楼
0	1301	2	这种情况付款	缺点 屋子07年装修 简装 设施比较旧 小区绿化率不高
0	1302	0	想了解一下这套房子	首付
0	1302	1	了解中房利海	小区武侯区读不了草堂
0	1302	2	您好请问房子周边学校	说一下区域帮看一下
0	1303	0	晚上看	180那套业主比较诚心卖
0	1303	1	几楼采光咋样	下问房主两年可不可以避税
0	1303	2	您好想咨询恒兴棕榈公馆小区	手机号微信号
0	1303	3	低楼层影响采光	一起
0	1303	4	这是几期	需要看房子
0	1304	0	您好想了解金湖听语即将上架4室房源报价	地铁站很近
0	1304	1	价格可谈不需要家具	你好
0	1304	2	想了解一下房子	西光中学黄河中学
1	1305	0	带看一下房子	正常贷款
0	1305	1	滨湖世纪城是户型	南华实验小学
0	1305	2	业主谈价空间还大	您好红旗花苑对应碧江路小学闵行四中
0	1306	0	东边西边	里面没有东西
0	1306	1	不唯一还要都税费	整个一期唯一诚意出售三房
0	1306	2	谈到钱	滨河铁一中私立摇号没学位之分买房子不能上
1	1307	0	几区	明天时间
1	1307	1	您好请问房子周边学校	首套房30%首付
1	1307	2	您好想咨询龙湖佰乐街小区	小学海淀实验二小当代校区学校要求
0	1307	3	现在方便	东方有套4楼
0	1308	0	您好请问房子周边学校	看下两个户型
0	1308	1	能够看房	这套装修上好
0	1308	2	小区	方便留个联系方式
0	1308	3	房子价格能谈	回深圳
0	1308	4	友谊大街小学	300万那套昨天问说现在看不了房租客坐月子
1	1309	0	首付	配合满2年
1	1309	1	几楼采光咋样	看着合适再谈价格
0	1309	2	2号楼01户型	空间
1	1310	0	d不	大概要求
0	1310	1	看看	35
0	1310	2	随时看	不约一下房主先看看房子
1	1311	0	看	好
0	1311	1	价钱谈不	房子便宜还不需要40万
0	1311	2	小区按揭	张女士
0	1311	3	配套	看好小区或者说下预算帮匹配
0	1311	4	侨力大厦房子看房	加微信
1	1312	0	有没有对口惠济路小学	留个电话
1	1312	1	装修	明天上午九点
0	1312	2	挡光	没有细聊
0	1312	3	明珠不	户型缺点客厅窗户比较小采光会一定影响卧室采光都很好
0	1312	4	小区对口晋元	去年卖确实高些
0	1313	0	初中上	OK
1	1313	1	最近好房看	契税3个点
0	1313	2	马路西边	1020万左右空间
0	1313	3	贷款	首套
0	1313	4	能够看房	现在没有中高楼层边套现在边套业主心态都比较高
1	1314	0	房证不动产证	谈没有不能谈房子😂
1	1314	1	 采光遮挡	谈
1	1314	2	满几年	房子实地来看一下
1	1314	3	多久能满二	好
0	1314	4	能够看房	性价比很高
0	1315	0	周末房子楼栋位置遮挡	低不了
0	1315	1	看房	谈下来价格会调整价格
1	1315	2	明天看	预算推荐推荐
0	1315	3	契税钱	不加微信聊不了解咨询
0	1315	4	看房	您好
0	1316	0	不能说一下金绿洲附近小区建成时间 房源没标建成时间 标的信息错误 不太了解周边小区建成时间	明天实地看一下
0	1316	1	想抽时间看一下	说说要求想法
1	1316	2	小区周边没有配套	青年湖东里房子
0	1317	0	行看看有空看看	124目前到手价格
0	1317	1	不方便看	留个电话
0	1317	2	您好想咨询利景华庭小区	齐全
0	1318	0	片内小学初中	看
1	1318	1	税卖房管	不配套可能不好搞  具体看东西
1	1318	2	几期	不客气
0	1319	0	带家具电器	一套不靠山
0	1319	1	套房源价格优惠空间	请问贵姓我该称呼
0	1319	2	业主卖那种专门装修一下卖	看过房子
1	1320	0	价格能谈	预算
0	1320	1	满能上	满五年唯一红本在手
0	1320	2	能够看房	公积金
1	1321	0	首付钱	好谢谢您现在业主提前沟通一下
0	1321	1	统筹小学没招满去上	还 离老城根很大一段距离
1	1322	0	想法先看一下	楼栋号价位
0	1322	1	您好想咨询中海银海一号小区成交房源	之前卖小户型都2万单价
0	1322	2	现在看房	小区五中十小带电梯
0	1323	0	配套幼儿园	明天落实下发
1	1323	1	装修	这是业主报价  装修    165毛胚
0	1323	2	对口初中	主要增值税四万多
0	1324	0	您好请问房子周边学校	满五年不唯一
0	1324	1	房东最低心里价格	顶层
1	1324	2	遮挡	2栋楼有人
1	1324	3	看房子挺老公积金能贷	万人摇号 房子几百套
0	1324	4	两年	附近三实验小学三幼儿园
0	1325	0	看房	现在时间这套房子VR线上带看看
0	1325	1	您好请问户型优缺点	户型
0	1325	2	有证	没有
0	1326	0	请问首付贷款	店白鹭金滩大门口比较方便NAME微信号手机号PHONE
0	1326	1	挡光	明天时间来看房
0	1326	2	房子看	楼层要求
0	1327	0	不是说430不卖	暂时不带
0	1327	1	您好正在看华林紫微小区房子	留个电话问完好联系
0	1327	2	都几期房子	七千左右
0	1327	3	房子谈价格	贵姓备注一下
0	1327	4	采光	钥匙看
1	1328	0	价格少	好我发vr讲解一下
0	1328	1	房子价格还谈	好😄
0	1328	2	房产证	您好
0	1329	0	二期	觉得凤凰城那套强
0	1329	1	能够看房	老余杭站
0	1329	2	学区	看看房子
0	1330	0	能够看房	😅
0	1330	1	A7房子	同事看
0	1330	2	西临路	价格已经很低  看中谈
0	1330	3	位置	随时看
0	1330	4	没有房产证是不是	所有户型都特别熟悉 希望尽快帮找到适合房子
1	1331	0	多久满	贷款找找房子
0	1331	1	您好请问房子周边学校	考虑孩子上学孩子上学
0	1331	2	啥时候看房	哥看啥时候时间不带看一下房子
0	1332	0	能够看房	价格小谈一下
0	1332	1	还再有谈空间	实地看下
0	1332	2	想今天下午看房	有点难
1	1332	3	是不是以前台北路小学	毕竟喜欢楼
1	1332	4	上中小学	提前预约
0	1333	0	楼连山街	还没来电话
1	1333	1	现在看房	新房一期已经卖完二期没房子现在卖七期
0	1333	2	您好正在看衡山路房子	😂
0	1333	3	挡光	最新楼
0	1333	4	客户承担税费	五一水映业主几天上班不让看
1	1334	0	能够看房	明天出来看看
0	1334	1	南区北区	提前预约下都方便
0	1334	2	中午两套看	里面租户住两天搬走
1	1335	0	随时可看	好   先安慧北里秀园
1	1335	1	都房产证	好
1	1335	2	公积金贷款	价格业主约出来
0	1336	0	带家具	看  价格肯定还谈
0	1336	1	26冬天采光	房子钥匙随时都看房时间
0	1336	2	套房源价格优惠空间	您好这套房子还
0	1336	3	114精装	好明天下午见
0	1336	4	房子咋样	好😊
1	1337	0	配套都	没有产权都私下交易
0	1337	1	2楼这套256万能谈下来	业主还东北老家
0	1337	2	这房方便看房不	😫😫😫😫😫
0	1338	0	啥时候满二	方便业主钥匙
0	1338	1	都看	业户联系联系第一部先约出来坐一块儿谈价位
0	1338	2	请问房屋配套家电	曲江七小
1	1339	0	房子优惠	想要学校
0	1339	1	您好请问房子周边学校	含车位
0	1339	2	星期一看下	80万卖不出来
0	1340	0	能够看房	您好
0	1340	1	方便看	限售房子不卖
0	1340	2	没什么要求户型方正就行别靠路	不好意思
0	1340	3	啥时候看房	留个电话
0	1340	4	都总校	房子2号院
1	1341	0	您好想了解王庄新村莲园小区即将上架2室房源报价	钥匙随时看
0	1341	1	这套房子好看 明天	😁
0	1341	2	看下	好
0	1342	0	不是说430不卖	采光挺好楼间距大
0	1342	1	现在松动	钥匙
0	1342	2	看房	留个联系电话
0	1342	3	75.7万包括屋内装潢家具电器	一套395万2楼三房看过
0	1342	4	相信没几个人愿意接盘	40产权不好地方后期出售税比较高
1	1343	0	价格有没有家电	房子目前租户业主不太诚意卖诚意推荐看看
0	1343	1	付款要求	这是业主登记真实报价
0	1343	2	您好请问这套房子底价	买征信没有问题贷款
0	1344	0	装修好了吗	全款直接更名过户
0	1344	1	还便宜	之前公积金贷款不好说公积金余额
0	1344	2	看	2.5%
1	1345	0	您好请问房子周边学校	主要负责这块
0	1345	1	您好想咨询远太大厦小区	今天几点看
0	1345	2	临街	考虑两居室自住
0	1346	0	请问小区学位配套地铁多远	没有
0	1346	1	能够看房	周六周日
0	1346	2	房子优惠	买大概想贷
0	1347	0	带装修看装	😂不满意
1	1347	1	周边配套成熟一点	首套二套
0	1347	2	是不是采光特差	好
0	1348	0	贷款住房公积金	百分百产权
0	1348	1	您好请问房子周边学校	夹边套户型
0	1348	2	不好看房子	推荐
0	1348	3	顺便一起看	首付220万二套贷款只能考虑两居
0	1348	4	 看	最112万
0	1349	0	价格还研究	联系常发香城湾
1	1349	1	房子上午看	德恩公寓一排楼全部临街
0	1349	2	750那套价格还谈	5号院精装修满五年唯一
1	1350	0	现在有空想看两套房子	里面
0	1350	1	五一方便看房	二手房燕郊户口才能买
0	1350	2	今天看几套	再问问业主上周问不让价
0	1351	0	有大税	无锡东高速入口比较近
1	1351	1	装修好了吗	进vr带看看房子
0	1351	2	能够看房	看完谈
1	1352	0	今天看一下	稍等一下加微信
1	1352	1	其他费用议价空间	好过来
1	1353	0	能够看房	更倾向中间楼层高楼层5层及5层以上房子采光不影响话是不是
1	1353	1	前面业主还价	本地
0	1353	2	您好请问房子周边学校	考虑看看时间
0	1353	3	业主底价钱	会看好也许客户看好
0	1353	4	房产证	看降一点
0	1354	0	低楼层采光不能影响	这套房子单价比较低房子户型蛮好好
0	1354	1	有证	我要请
1	1354	2	想看看	想要买个说下需求帮推荐推荐
0	1355	0	满两年	鼎胜现在基本都900万以上
0	1355	1	装修家具家电30万够	这套房子配套雅荷塘小学学位
0	1355	2	在线看下房	总共12套房源出租
0	1356	0	还不能便宜	好
0	1356	1	现在在线看房	增值税附加税一起512000元
0	1356	2	二套买进税大概	出租中提前约
0	1356	3	生活配套	没有 现在徐州限售
0	1356	4	有没有房产证	这套一楼带院看看
1	1357	0	看房子	倒觉得还行看过眼客户每个客户装修需求不同
0	1357	1	几期	真实
0	1358	0	最低	不远
0	1358	1	看房都	看过
1	1358	2	初高中指标	你好老师
0	1358	3	房子目前谈价	这套电梯4楼
0	1358	4	地铁配套成熟	包含税费服务费房款
0	1359	0	套房源价格优惠空间	房子很好国标户型3楼当初买97平米后来房本下来写88.42
1	1359	1	明天去看房	VR设计
1	1359	2	小平落地不	后面4二期套
1	1360	0	毛坯	价格好谈卖段时间
0	1360	1	您好想了解一下这套房子  httpsshangyekecomtjspbuydetail1100245626	知道展览馆
0	1360	2	哪套房子看目前	海上明月
0	1361	0	啥时候满两年	房子户型特别棒目前二套房子价格差不多户型
0	1361	1	能谈	中间单元15号楼幼儿园边上那栋楼
0	1361	2	税费	这是双证接受
1	1362	0	上次发房子毛坯	收到
0	1362	1	这套契税税	天津市南开区水上小学仁爱校区
0	1362	2	能够看房	不山多层四楼小产权更名过户不能贷款
0	1363	0	初中对口	您好之前咨询房源户型很优质今天时间看房
1	1363	1	满几年	下午
1	1363	2	房子看	姐
0	1364	0	房本	主要考虑对口新普陀小学直升梅陇中学学区房
0	1364	1	您好请问房子周边学校	刚业主联系
0	1364	2	预约看房	正常契税税
0	1364	3	贷款	看
0	1364	4	今天看	9万平米商场配套
1	1365	0	看	张姐不好意思前面没看到聊天😍😂
0	1365	1	一期二期	户口名额都没问题
0	1365	2	看上面毛坯	考虑几房
1	1366	0	能够看房	留个电话加个微信
0	1366	1	您好请问房子周边学校	法拍钱
0	1366	2	房子产权证	你好
1	1367	0	没什么议价空间	几房
0	1367	1	满几年	农行后面
0	1367	2	这是德兴小学	清水那套房子房东已经安中央空调地板厕所装好
0	1368	0	毛坯	位置挑不挑
0	1368	1	能够看房	您好
1	1368	2	房子贷款	不能留个电话
0	1369	0	还想再看几套房子	今天业主过不来
1	1369	1	明天看	空间不大😂
0	1369	2	初中	好久
0	1370	0	上来看看带看	税费比较少  没增值税
0	1370	1	不现在不能办理按揭贷款	总价不超过
0	1370	2	帮简单介绍下房子不到时候有空带老婆去看看	方便手机号新房子第一时间联系发给您
0	1370	3	初中	时间带看一下
0	1370	4	348看	挺近
1	1371	0	户型185看一下	这套房子不是房东名下唯一房产
1	1371	1	周边配套	你好
0	1371	2	您好房子增值税	不客气 方便说下想考虑房子 过来看看文景花园 几套钥匙
0	1371	3	房子下降空间大	需求找到合适房子
0	1371	4	清水精装修	这会方便电话过去聊
1	1372	0	几期	带电梯没带电梯
0	1372	1	看	一期  房子  老师
0	1372	2	T2采光不知道咋样	31楼带家具家电170
0	1373	0	老校区	所有户型都特别熟悉 希望尽快帮找到适合房子
0	1373	1	按揭	好
0	1373	2	是不是户型	总房款乘以0.78
0	1374	0	请问这套几期	一期房子
0	1374	1	增值税	金马小学金马中学
0	1374	2	看	 房东价格57万
0	1375	0	你好产权几年	杭州奥体未来科技城两个板块都大力发展
0	1375	1	价格可谈空间	好
0	1375	2	小区位置	基本提前说都看
1	1376	0	其他费用议价空间	上学
1	1376	1	房子东户西户	不现在下午还要带客户看房12点时间有点来不及看行不
1	1376	2	靠路可能不行	小学楼下杏园路三小
0	1376	3	您好请问房子周边学校	即将满三23号楼171813
0	1376	4	这套税	想了解一下房子
0	1377	0	满二出税	钥匙实地看房
0	1377	1	能够看房	首付比例比较高
0	1377	2	学区	改善居住条件
0	1377	3	房产证	没事
0	1377	4	价格还谈	上师大附属松江实验学校
1	1378	0	小区	到时候约下
0	1378	1	看房	好
0	1378	2	您好请问房子周边学校	需要随时联系
1	1379	0	有税	德佑地产高级经纪人NAME很高兴为您服务
1	1379	1	有税	房子51幢
0	1379	2	金丰北区南区都行	想哪块买房子
0	1380	0	看	好
0	1380	1	我见都带家具家具带一起卖	好 👌先看户型不本房 刚才问五一假期业主都加班暂时看不了😂
0	1380	2	配套	您好
1	1381	0	这套房子	这套房子四室
0	1381	1	还想看看之前说那套房子	看锦荟房子
0	1381	2	几期	周六周日提前预约好时间
0	1382	0	格林玫瑰湾今天看	五一左右看看
1	1382	1	房子	方便留个电话
0	1382	2	房本行	很方便提前预约随时看
0	1383	0	离东特星加坡花园远	时间
1	1383	1	价格还谈	没事
0	1383	2	周末时间先去看看房	稍老师
1	1384	0	个税交钱	东海中学
1	1384	1	约上看	觉得应该先看房子房子看中才能去谈价格
0	1384	2	首付	没有多钱
0	1385	0	看房方便	正常交易多交增值稅
1	1385	1	房子现在情况	问题说一下房子业主去年买房子没两年
1	1385	2	区下证	您好之前咨询艾维尼小城小区新上房源不知道是否感兴趣
0	1386	0	不是三期	房东价格去帮谈
0	1386	1	对口五里墩小学	您好
0	1386	2	现在不能看嘛	今天几点下班
0	1386	3	房子最低	称呼
1	1387	0	金丰北区南区都行	您好
1	1387	1	您好想咨询古北虹苑三期小区	看个房子稍好房
0	1387	2	适合养猪	链家NAME很高兴为您服务
0	1387	3	看吧	看大
0	1388	0	贷款	装修毛坯
0	1388	1	能够看房	现在合肥买房税基本都买方出房东都净
0	1388	2	两边采光	人流量很大
0	1388	3	385万今晚看	市北初级中学
0	1388	4	全款610不能贷款	方便留个联系方式我加下微信
1	1389	0	房子多钱下来	契税2个点
1	1389	1	满二	有点错误😅😅
0	1389	2	看看房子不	双证在手
0	1390	0	有没有特殊情况	大陆
0	1390	1	价格下来	价钱比较便宜点
1	1391	0	该房楼层谢谢采光	几点有空过来
0	1391	1	能够看房	您好
0	1391	2	房子小区位置	礼拜估计就要出手
0	1391	3	没有业主看房	来看
1	1391	4	毛柸	中间楼层去看看
1	1392	0	房子满年	10楼单元
1	1392	1	能够看房	盛德欣苑高层
1	1392	2	看看	好
1	1393	0	您好想咨询得力名望府小区信息	好接受价格预算说说安排
0	1393	1	你好明天时间带看下房子	安排一下
0	1393	2	请问满二	十三中学
0	1394	0	虹桥一小	时间过来看180万一套一起看看都方便看
0	1394	1	住人2楼采光	称呼留个联系方式 楼盘实地了解下
1	1394	2	请问房读小学中学	没高税
0	1395	0	您好请问房子周边学校	您好之前咨询锦江丽舍小区新上房源不知道是否感兴趣
0	1395	1	总得税费忘记问	下来
0	1395	2	毛坯	这套满两年
1	1396	0	帮约几个龙门	上越秀育才
1	1396	1	能够看房	几点看
0	1396	2	业主价格谈	明年
0	1397	0	满二满三	时间先过来看看房子房子喜欢到时候再谈价格
1	1397	1	看房方便	浦泾中学
1	1397	2	付款比例	三幼儿园
0	1398	0	房证没	不要
0	1398	1	房子贷款	实验小学学区房
0	1398	2	这套房子看	房子现在租户看房需要提前沟通方便留电话方便联系联系好看房时间回复
1	1399	0	大议价空间	01户型南北通透
0	1399	1	靠近广场	好
0	1399	2	2019年交房 税应该不少	留个电话方便联系
0	1400	0	前面挡	南
0	1400	1	您好请问户型优缺点	想卖先挂上
0	1400	2	现在 方便看	这套房子装修很不错
0	1401	0	您好想咨询亚太新城富华苑小区	套房明天下午1530看房
0	1401	1	问学区不是草堂小学	报价121万谈
0	1401	2	您好想了解琶洲新村即将上架1室房源报价	联系一下
0	1402	0	满几年	看发位置
1	1402	1	顶楼有税	看滴套房
0	1402	2	想了解一下房子	好方便留电话到时候约好后提前说😁
0	1402	3	二手房家电家具一起	接去看一下
0	1402	4	套房源价格优惠空间	考虑买学区房
0	1403	0	地段咋样	好
0	1403	1	单位宿舍电梯房具体位置	工作
0	1403	2	您好请问房子周边学校	不好意思酒店式公寓税费很难计算
1	1404	0	正常贷款	楼上楼下户型大小
0	1404	1	您好请问房子周边学校	姐
0	1404	2	对口小学	请问找学区房
1	1405	0	装修好	您好
0	1405	1	采光影响	1年
0	1406	0	 浐灞好中学学区房	推荐下这套房子
0	1406	1	价钱大空间	不忙钱国家交都满2后钱等于说业主拉
0	1406	2	学区	边上地铁口
0	1406	3	初中	全款500去聊
0	1406	4	装修	微信我加一下
1	1407	0	不是毛坯	房子
0	1407	1	谈到	看中价格可谈
0	1407	2	随时看	床垫7000
0	1408	0	采光	兴趣看房帮预约房东
0	1408	1	三个下午不能看	现在方便方便VR带了解一下房子
1	1408	2	税费不很高	看看不能看到时候师妹去接
1	1409	0	价格还再低些	约下房东
1	1409	1	套房源价格优惠空间	12500估计还谈点
0	1409	2	一期	方便告诉电话号码
0	1409	3	采光	华馨房子不是已经卖
1	1410	0	家具家电带	住宅产权国际丽都城小区高区景观三房
0	1410	1	无遮挡	周边配套齐全
0	1410	2	意思全付要付	户型南北通透
0	1411	0	需要实际看下楼层采光	没有
0	1411	1	小学	看江
0	1411	2	家具家电都带	一梯两户小区单独一幢停车方便
0	1412	0	你好 一期	姐看看房子
1	1412	1	能够看房	周末联系
1	1412	2	大议价空间	购房资质 钱
1	1413	0	空很久	说所有信息都说
0	1413	1	460那套最低钱	你好
0	1413	2	想看看碧桂园房子	钥匙随时看房
0	1414	0	意思交付完有没有房产证	这套房子非常优质两室两厅坐北朝南中庭还看月牙湖
0	1414	1	介绍一下大慨情况	先带看看房看完再业主聊
0	1414	2	看看	目前有人住
0	1415	0	请问首付贷款	来看房
0	1415	1	小徐房子看	您好
0	1415	2	毛坯带车位	好约好时间联系
1	1416	0	730那套星云苑还谈	啥时候看
0	1416	1	套房源价格优惠空间	PHONE电话微信号
0	1416	2	户型	您好
0	1417	0	三居室看几个	大概几点过来
1	1417	1	看看	气不通
1	1417	2	套房降价空间	产证不满两年
0	1417	3	看	一会儿先带VR看一下
0	1417	4	这套底价	贝壳德佑小翟很高兴为您服务请问帮到
0	1418	0	您好请问户型优缺点	这套房子价格浮动空间不是很大目前房子租户看房不方便
0	1418	1	一期	好
0	1419	0	套房源价格优惠空间	大概jammed
0	1419	1	先看房子	一条路
0	1419	2	帮介绍一下现在成都房价	不着急
1	1420	0	这是房子	沿街
0	1420	1	124便宜	留个联系方式
0	1420	2	产权	洋房
1	1421	0	税	汀香树一起2013年
1	1421	1	毛坯装修	间毛坯业主刚降价性价比高
1	1421	2	小区房子房本都没过两年两年	看过房子
0	1422	0	房子看不	板厂小学招生简章上小区
1	1422	1	家具不准备带走	预算
0	1422	2	房子房产证	您好
0	1423	0	靠山	中学上公立呈贡一中二中
0	1423	1	随时可看	房子业主没有租户说卖房子只能先看一下户型户型合适再想办法敲门去看看
0	1423	2	议价空间大	万分之五印花税
1	1424	0	首付月供	加微信说微信号
1	1424	1	光线好	考虑哪片
1	1424	2	公积金贷款	您好小区对应新城初中本部
1	1425	0	带家具不	刚才打电话问一下说大红没拿到手不能贷款
1	1425	1	公积金贷款	两周前谈
0	1425	2	觉得房子	家具家电没说带到时候不要行想要谈
0	1425	3	先看这套不能谈陇	真动迁真考虑弄一套
0	1426	0	网上写2002年交易	随时都
1	1426	1	不靠吕岭路	兴趣先看看房
0	1426	2	其他费用议价空间	好稍
1	1427	0	税费下来	👌
0	1427	1	个税交钱	简单装修
0	1427	2	看谱弄一起看	加个微信
0	1427	3	周边配置	业主青岛不唯一
0	1427	4	五桥	看资质
1	1428	0	学位配套设施	之前做过一次夫妻更名不显示满五年
0	1428	1	贷款	实验跟永铭
0	1428	2	您好正在看拓基城市广场房子	看房方便
0	1428	3	您好请问周边配套	商量
0	1428	4	其他费用议价空间	稍
1	1429	0	您好想咨询福盈中央山小区	看房提前约
0	1429	1	看房方便	需要提前约姐
0	1429	2	随时方便看房	打算首付钱
1	1430	0	带家具	只不过走拍卖流程
0	1430	1	今天看	方便
0	1430	2	房产证都	客厅窗户有点小
0	1430	3	有税	目前380
0	1431	0	去看	海珠客运站不远
1	1431	1	房产证	这套房子首付百分之五十
0	1431	2	生活设施方便	精装修好七千
0	1431	3	能够看房	套房方便看房约个时间看一下
0	1431	4	降不少	问一下
1	1432	0	一起看水映蓝庭那套	经纪人钱
0	1432	1	周边配套	好 电话介绍
0	1432	2	您好请问房子周边学校	房子没看过不知道几号楼
1	1433	0	点	这套房子钥匙今天是否方便带看一下
0	1433	1	告诉谈空间510万1020万	710装修肯定费全部拆
0	1433	2	最低钱成交	润都御园
0	1433	3	房子现在看不	好
0	1433	4	能够看房	疑问说
1	1434	0	这套只能全款	方便顺便加一下微信
1	1434	1	不满两年高税	二套商品房贷款187万
0	1434	2	现在看	只需要交一个点契税
0	1434	3	不满税要	业主只卖别人卖都全款
0	1434	4	套房源价格优惠空间	先去看看房子喜欢价格谈
1	1435	0	今天看一下	不临马路
0	1435	1	带屋里家具家电	房主大叔没什么商量
0	1435	2	其他费用议价空间	实地看过
1	1436	0	房子最低点多钱	事业主问题业主想卖肯定还上
1	1436	1	您好想咨询东景家园小区	几个都谱卖
0	1436	2	税要付	后排
1	1437	0	能够看房	小学小区里面
1	1437	1	优惠	老师你好
0	1437	2	潞苑是不是没什么好小学	好
0	1438	0	联系九楼去看一下	12楼
1	1438	1	语音带看	三帆中学
0	1438	2	方便看房	梅园西路小学
0	1439	0	现在看房看	这是目前性价比最高
0	1439	1	看螺岭房子2房	两套免高税
0	1439	2	这套情况介绍下	随时过户
0	1440	0	之前那套房子业主还便宜不	西边窗户
0	1440	1	房本	看方便留个电话时间好提前约具体时间
0	1440	2	想看看套房	投资住
0	1440	3	请问首付贷款	目前客户想考虑套房 哈密道片不占用6年学位 入学后转手
0	1440	4	明天1150看	现场看几套一层
0	1441	0	先找时间看看	房主意思先看房子坐下研究
0	1441	1	产权	解决完落户事没用上这套房子
0	1441	2	大议价空间	看过房
